product_id,image_id
334,123025
334,113253
335,108981
336,111454
336,114806
336,121252
336,111656
336,109312
336,114701
336,122714
337,114763
337,123134
338,114394
338,111864
338,112676
338,120689
338,112464
339,110520
340,111894
340,111763
340,112188
340,121635
340,121517
340,113093
340,114379
341,121500
341,123862
341,113027
341,121256
341,113274
341,121701
342,110265
342,121860
342,112193
342,114814
343,120959
343,111670
343,121477
343,124393
343,114165
343,112911
343,123407
344,114694
344,121320
344,121278
344,121306
344,114749
344,122720
345,121726
345,122435
346,122797
346,122760
346,121618
347,122173
348,120562
348,120500
348,124253
349,122401
349,109276
349,113986
349,123631
350,119870
350,113243
350,111557
350,121698
350,123601
350,122852
351,120210
351,119948
351,124420
351,112926
351,121934
351,122422
351,123694
352,121726
352,120430
352,123048
352,123889
352,122730
353,110293
353,110188
353,110285
353,119950
354,122933
354,123422
354,113593
354,121287
354,206988
354,114755
355,109165
355,123310
355,123215
356,123829
356,119919
356,122834
356,112188
356,121129
356,111755
357,122056
357,122042
357,113848
357,121006
357,123748
358,123947
358,124129
358,122700
358,206909
358,121173
358,112570
359,123044
359,121828
360,123546
360,122057
360,119965
360,114667
360,114327
360,114485
361,122839
361,120157
361,113913
361,112366
361,120881
361,122538
361,206902
362,121080
363,112100
363,206911
363,109146
363,120200
363,113452
363,121265
363,112317
364,124295
364,112939
364,113200
364,113133
364,120853
364,112995
364,119898
365,114307
365,113593
365,122532
365,120183
365,124553
365,110125
365,123291
366,109026
366,121722
366,110411
366,120084
366,120284
367,110020
367,110428
367,114194
367,124329
367,113042
367,110338
368,114145
369,119903
369,121718
369,120065
369,123666
370,111582
370,112977
370,120664
370,123632
370,112336
370,110491
370,109028
371,122480
371,109095
372,121763
372,109243
372,111802
372,114092
372,123267
372,123615
372,121516
373,111613
373,122379
374,112929
374,114790
374,112582
374,109120
374,123358
375,113653
375,111693
375,111564
375,123548
375,123330
375,110669
375,114179
376,112162
376,112244
376,114427
376,121784
377,120395
377,120468
378,111813
378,124122
378,121087
379,111526
379,113678
379,121472
379,120804
380,113455
380,114172
380,114543
380,122261
381,124120
381,123836
381,110649
381,114476
381,120891
382,112459
382,121353
382,113428
382,120953
383,122790
383,110099
383,124567
383,120651
384,120603
384,112676
384,124265
384,113072
385,110027
385,122414
386,113046
386,123726
386,113069
386,120220
387,112961
387,111796
387,124357
387,121908
388,110512
389,113591
389,122964
390,122351
390,109050
390,110597
390,122972
390,112256
390,112604
391,122705
391,121979
391,114582
392,113770
393,120557
393,123143
393,114772
394,109106
394,110550
394,120715
394,113407
395,111694
395,121573
395,123889
395,121801
396,114337
396,110216
396,114413
396,110059
396,121558
397,120213
398,112016
398,110612
398,111996
398,112421
398,114185
399,121865
399,112248
399,123705
399,112450
399,109287
399,111792
400,113926
400,122827
401,122027
401,121173
401,114182
402,113970
402,108869
402,111889
402,123812
402,120149
403,123722
403,114509
403,114056
403,122598
403,112356
403,120196
404,121260
405,122377
405,122165
405,112293
405,120909
406,113110
407,111928
408,122890
409,109251
409,121751
410,114271
410,122000
410,121979
410,121577
411,120866
411,120853
411,121678
411,109177
411,110368
411,123998
412,113553
412,113858
412,114800
413,110020
413,121343
413,120617
413,114014
413,110421
414,120175
414,109100
414,110458
414,112923
414,112244
414,113048
414,109195
415,120232
415,110025
415,110080
416,112741
417,124141
417,206946
417,112681
417,108919
417,122255
417,110042
418,112761
419,114432
419,114511
420,121426
421,111712
421,111782
421,108909
421,120568
421,121866
421,113911
422,113993
422,109054
422,122881
422,120556
422,124046
423,111717
423,112568
423,114808
424,110231
425,122387
425,123922
426,119851
426,121002
426,123004
426,123215
427,121397
427,121215
427,121915
427,119874
427,121588
427,114027
427,121217
428,120494
428,109103
429,123255
429,112073
430,114759
430,123513
430,121369
431,113828
431,112624
431,122865
431,123701
432,120239
432,124283
432,123746
432,122534
432,123603
432,114778
433,114724
433,110147
433,122560
433,110312
433,109281
434,121066
434,111810
434,110297
434,123827
435,122291
435,122571
435,123511
435,114769
435,110135
435,120331
436,113378
436,110465
436,123261
436,122822
436,114749
437,112861
437,122863
437,122694
438,122606
438,121258
438,114110
438,123923
439,123462
439,124507
439,114345
439,112199
439,113685
439,121130
440,111698
440,124567
441,114665
441,122226
441,112633
441,124064
442,123675
442,122434
443,112353
443,122044
443,121808
444,121299
444,124316
444,120996
444,110127
444,113844
444,124554
444,113170
445,110104
445,206977
446,121912
447,122264
447,111603
448,114330
448,124012
448,123586
448,120024
448,122631
449,110354
449,113717
449,110067
449,110313
449,110273
449,122355
449,114570
450,121336
450,112675
450,119997
450,114265
450,120083
451,120709
451,120396
451,113623
451,113317
452,123449
452,113867
452,114763
452,111792
452,124533
452,112559
452,111695
453,122480
453,113335
453,123858
453,121534
453,111515
453,114759
453,111452
454,123924
454,123800
454,112897
454,112707
455,110391
455,112412
455,122823
456,112553
456,120072
456,112752
456,112859
457,113681
458,114385
458,114540
458,113278
458,114234
458,110217
459,113242
459,121984
459,124589
459,121624
459,110659
459,121373
459,110622
460,122088
461,121271
461,112597
461,113213
462,108963
462,122084
462,109035
462,114841
463,122425
463,123176
463,112699
463,112647
463,123603
463,112238
463,111557
464,122097
464,123586
465,122740
465,110248
465,108951
465,113114
465,121364
465,113559
465,122768
466,112207
466,114206
466,124383
466,123281
467,113068
467,123013
467,123827
467,114216
467,122802
467,120103
467,111680
468,113216
468,120155
468,110052
468,119937
469,123192
470,123752
470,122678
470,112407
470,122000
471,121997
471,114204
471,121955
471,124212
472,112838
473,109321
473,113850
473,113970
473,121255
473,123260
473,123469
474,121366
475,112674
475,121370
475,113688
475,113209
475,121038
475,110221
476,112845
476,109184
476,112986
476,120031
476,120349
477,123545
477,119939
477,122020
477,114108
477,121503
477,122483
477,112919
478,122954
478,121379
478,113668
479,114409
479,114446
479,108835
479,112318
480,121513
480,121236
480,121585
480,111491
481,110301
481,123280
481,123238
481,114594
482,120522
483,112997
483,122122
483,111961
484,122699
484,108948
484,120786
484,113173
484,113772
484,109209
484,109281
485,123405
486,112970
487,110397
487,122927
487,120939
487,120228
487,110664
487,110336
488,123950
488,113217
488,111610
488,113126
489,123158
489,112392
489,113994
489,111497
490,124457
490,123317
490,111926
490,109322
490,114288
491,109059
491,206949
491,110400
491,112749
492,124459
493,108935
493,123702
494,121539
494,124376
494,121850
494,113000
494,113829
495,114019
495,113792
496,122560
496,124454
496,114451
497,123325
497,111616
497,113356
498,113439
499,119866
499,113805
499,121366
499,121296
499,114322
499,112087
499,111841
500,110511
501,122397
501,108848
502,120812
502,123864
502,122621
502,114566
503,206970
503,120386
503,113546
503,112324
503,123584
503,124369
503,124562
504,114554
505,122926
505,120913
505,109004
505,114462
505,114396
506,123443
506,123728
506,109011
506,120265
507,113778
507,119925
507,122041
507,110222
508,122685
508,113269
508,112739
508,114426
509,120706
509,113664
509,120103
510,111970
510,123832
511,110608
512,110479
512,113262
513,112389
513,120511
513,122707
513,121228
513,111824
513,121742
513,121737
514,112661
515,112512
515,120379
515,113619
516,121800
516,114834
516,108965
516,110363
516,113293
516,108985
516,123313
517,122385
517,120186
517,121573
517,108877
518,113972
518,122717
518,114022
518,111729
518,122335
518,110481
519,124155
519,120031
519,112438
519,113133
519,122209
519,124154
520,112858
520,122270
520,114696
520,123564
520,113894
520,123946
520,124556
521,121956
521,123639
521,121148
521,121212
522,120865
522,114556
522,114633
522,120011
522,114586
523,120390
523,121688
523,124130
523,122912
523,113806
523,121712
524,110358
524,120628
524,122827
524,124163
525,120598
525,113267
525,122042
525,123251
525,121515
525,121511
526,122535
526,120244
526,112811
526,112747
527,120986
527,122294
528,123574
529,124336
529,114258
529,112421
529,123203
530,110101
531,120151
531,124124
531,206919
531,122079
531,122800
531,122262
532,110516
532,121003
533,110525
534,123206
534,112582
534,114053
534,110610
535,120962
535,124352
535,111952
535,112924
535,121455
535,122501
535,123389
536,124499
537,113613
537,122657
537,124546
537,120499
538,120030
538,112565
539,122935
539,121791
539,112997
539,112659
539,111894
539,123515
540,110575
540,123359
540,123046
540,123930
540,122022
541,120452
541,114469
541,123995
541,111413
541,109131
542,124415
542,113223
542,121714
542,122027
543,110368
543,119947
543,114669
543,123601
543,122912
543,113198
543,112109
544,123661
544,123526
544,108887
544,113864
544,110452
544,108852
545,121823
545,123479
545,206890
545,120144
546,113890
546,120692
546,121401
547,110568
547,123195
547,121439
547,122437
548,122674
548,112552
548,121064
548,122325
549,122697
550,122523
550,122841
550,124222
551,124434
551,121368
551,111790
551,122056
551,114339
552,110048
552,110160
552,112377
552,120018
552,121823
552,122716
552,114326
553,110617
553,111877
553,122116
553,112364
553,114140
554,110274
554,122986
554,123823
554,121855
554,121863
554,110267
555,120443
555,121985
556,122972
556,123122
557,112618
557,109212
557,112799
557,114407
557,108979
557,123772
557,112129
558,122731
558,123686
558,113169
558,122382
558,120746
558,108946
558,124001
559,122367
559,120534
559,114281
559,123290
560,119911
560,114715
560,120793
560,108974
561,112049
561,124408
561,110553
561,113299
561,110425
562,121368
562,112077
562,122022
562,110267
562,122753
563,120650
563,112121
563,122754
564,121997
565,113965
565,120279
566,113310
566,112083
566,112034
566,112363
567,120343
567,113310
568,121621
568,112351
568,124291
568,121810
568,113497
569,114441
569,121275
569,123402
569,120107
569,121008
570,123757
570,121182
570,113188
570,110111
571,120787
571,111844
571,120756
571,113019
571,120016
571,112030
571,113724
572,114148
572,123843
572,113682
573,114553
573,110484
573,124293
573,122335
574,122292
574,122191
575,124223
575,113169
575,113595
575,123704
576,121507
576,123208
576,111692
576,112037
577,113092
577,123712
577,122092
577,112556
577,122639
577,121636
577,109144
578,112423
578,123694
579,121355
579,120787
579,110433
579,112474
580,123583
581,120392
582,111602
582,110239
583,121796
583,114507
583,113555
583,120728
583,121481
584,113307
584,113861
584,113945
584,120055
585,113940
585,112475
585,120310
585,111636
585,110317
585,111887
585,112505
586,120258
586,122216
586,110645
586,122535
586,112812
587,112483
587,113622
587,123532
587,108953
587,121203
588,114166
588,122172
588,120008
589,113459
589,121723
590,114287
590,122177
590,121590
591,114353
591,112937
591,109264
591,123325
591,110566
591,113968
591,122775
592,122811
592,110307
592,120541
592,113211
592,122724
592,119878
593,122111
593,110121
593,120262
593,112060
593,110678
593,112586
593,120148
594,123097
594,114449
594,111519
594,114290
594,111969
594,114547
595,112937
596,112870
596,112002
597,114417
597,109058
598,121175
598,124208
598,124559
598,120612
598,109057
598,110301
599,111514
600,120229
600,124048
600,120452
600,111708
600,123402
600,123279
600,121676
601,122959
601,120418
601,122898
601,109268
601,110342
602,121039
602,122256
602,121516
602,112837
602,114407
602,121178
602,120452
603,120875
603,114826
603,114303
603,109184
603,112381
603,113915
603,122612
604,122552
604,111979
604,112989
604,109096
604,112379
604,113263
605,121150
605,124466
605,121875
605,120017
605,112458
605,109240
606,120700
606,123833
607,123886
607,124371
607,120338
607,121247
608,113969
608,112367
608,114333
609,111396
609,124442
609,120474
609,121942
609,110216
610,122757
611,113398
611,111777
611,121077
611,110673
611,109098
612,113696
612,120376
612,113768
612,120936
613,108851
614,123595
614,120505
614,111390
614,110208
614,110310
614,114443
614,109091
615,113691
615,114604
616,123335
616,110637
616,109127
616,112695
616,110042
616,112716
617,111832
617,114806
617,122563
617,110576
617,110509
618,123476
618,112496
618,114697
618,109013
618,119960
619,123830
619,120008
619,113021
619,123636
619,109095
619,112642
620,124147
620,121201
620,114626
620,121256
620,111524
620,121487
620,113231
621,122947
621,206935
622,114438
623,109111
624,123389
624,120875
624,114658
625,110249
625,123201
625,121310
625,124087
625,112300
626,110418
626,111612
626,121943
626,112922
626,122566
626,120415
627,123080
627,113493
627,114251
627,123094
627,111995
627,124046
628,119990
628,110202
628,114120
628,109085
628,113847
628,123906
628,114163
629,111410
629,110316
630,120127
630,113533
631,113200
631,120162
631,122229
631,112912
632,121406
632,114278
633,114220
633,112345
633,120919
634,123501
634,122984
634,120045
634,121518
634,124551
634,114488
635,122245
635,111614
635,123356
635,109280
635,124154
635,112133
636,124295
636,122058
636,109243
636,123981
636,113379
637,114591
637,123798
637,113351
637,123174
637,120794
637,121948
638,121621
638,124162
638,114005
639,113084
639,114394
640,111900
641,111502
642,124277
642,120937
642,112764
642,124211
643,124031
643,114803
643,112195
644,122848
644,120380
644,110354
644,111679
645,121545
645,109317
645,120629
645,121848
645,121592
646,112401
646,113749
646,122624
646,109019
646,108892
646,114391
647,120620
647,113076
647,112613
647,122044
648,121926
648,123664
648,120230
648,113446
648,114241
649,119848
649,120816
649,121961
650,113988
650,120165
650,122479
650,123777
650,123905
650,122486
650,113846
651,123010
651,112478
651,112688
651,113846
651,120711
651,124370
652,122129
652,123307
653,123438
653,124293
653,122036
653,112789
653,121900
653,120725
653,113431
654,120074
655,111544
655,112676
656,113613
656,121192
656,112371
656,110408
657,121498
657,123330
657,110265
658,120646
659,123244
659,112867
659,122578
659,124068
659,122718
659,112310
660,109107
661,112878
661,122100
661,114539
662,113309
662,122996
662,121922
662,112676
662,120002
663,111460
663,124011
663,122154
663,124447
663,124463
663,113523
663,113644
664,121319
665,113569
665,112384
665,112945
665,110020
665,123149
666,109134
666,123087
666,112754
666,112815
666,112056
666,123552
666,122565
667,114106
667,122146
667,123115
667,121419
667,122099
668,124592
669,111907
669,122737
669,114122
669,122322
669,112028
670,110195
670,122027
670,122591
670,123252
670,122420
671,114230
671,123315
671,112934
671,109189
671,123358
671,112473
671,110018
672,112785
672,119866
672,122313
672,113363
672,121384
672,113227
673,113986
673,120361
674,121111
674,124225
674,121900
674,113326
674,112322
674,114300
674,121551
675,124226
675,113784
675,114701
675,121404
675,122233
675,123402
675,120760
676,112792
676,113589
676,123622
676,120327
676,120846
676,113699
677,120563
677,114165
677,113796
677,120990
677,124148
677,123293
678,112439
678,112619
678,113808
678,120823
678,124123
678,110588
678,121543
679,114534
679,121902
679,110301
679,111389
679,124037
679,114233
679,113971
680,121684
680,110660
680,112553
680,112260
680,121387
680,124196
681,112437
681,123547
681,112201
681,122919
681,114701
682,113264
682,112257
682,113721
683,122246
684,123156
684,123847
685,112880
685,113755
685,121358
685,124465
685,120813
685,112578
685,121962
686,114301
686,114416
686,109021
686,112842
